channel_title,category_id,views,likes,dislikes,comment_total,date,,,,,,,,,,
Cody'sLab,27,154662,6288,92,1400,26.09,,,,,,,,,,
CartoonHangover,1,137898,4103,154,308,26.09,,,,,,,,,,
Bravo,24,273563,2910,236,1016,26.09,,,,,,,,,,
Brave Wilderness,15,3531093,70723,1570,14852,26.09,,,,,,,,,,
jeffreestar,26,1850839,67592,4698,8980,26.09,,,,,,,,,,
Rosanna Pansino,26,473394,22553,325,4686,26.09,,,,,,,,,,
Boldly,22,1420140,40859,781,1580,26.09,,,,,,,,,,
FOX 11 Los Angeles,24,397094,1397,599,2363,26.09,,,,,,,,,,
vlogbrothers,22,124372,5073,270,589,26.09,,,,,,,,,,
Watch What Happens Live with Andy Cohen,24,119441,347,184,168,26.09,,,,,,,,,,
Nerdwriter1,24,756786,38954,985,2698,26.09,,,,,,,,,,
Flossy Carter,28,122156,4572,213,1385,26.09,,,,,,,,,,
FergieVEVO,10,674842,27446,790,1386,26.09,,,,,,,,,,
UFC ON FOX,17,1113194,4433,171,1351,26.09,,,,,,,,,,
Rclbeauty101,24,611085,24412,814,2580,26.09,,,,,,,,,,
Lele Pons,23,2572619,122399,5300,6564,26.09,,,,,,,,,,
TheEllenShow,24,6087107,190010,4447,5026,26.09,,,,,,,,,,
2CELLOS,10,278023,18207,136,777,26.09,,,,,,,,,,
MSNBC,25,59508,430,117,534,26.09,,,,,,,,,,
FoxSearchlight,1,4397196,77472,4493,5851,26.09,,,,,,,,,,
NoahCyrusVEVO,10,3469580,207473,7250,14066,26.09,,,,,,,,,,
Casey Holmes,26,301914,13065,504,1415,26.09,,,,,,,,,,
cutepolish,26,89448,6406,62,418,26.09,,,,,,,,,,
MeganBatoon,24,46506,2776,26,337,26.09,,,,,,,,,,
Jason Derulo,10,1689534,55162,1353,2208,26.09,,,,,,,,,,
Mike Boyd,24,329124,15047,118,1803,26.09,,,,,,,,,,
Chloe Morello,26,296700,16332,411,983,26.09,,,,,,,,,,
SumerianRecords,10,1372349,82247,2428,9074,26.09,,,,,,,,,,
Simon's Cat,15,106186,5080,68,334,26.09,,,,,,,,,,
The Film Theorists,1,1354894,55511,2363,10417,26.09,,,,,,,,,,
WIRED,24,1588544,35665,741,3623,26.09,,,,,,,,,,
NFL,17,1364018,13473,538,2664,26.09,,,,,,,,,,
IISuperwomanII,23,3723482,209432,2375,23463,26.09,,,,,,,,,,
Lauren Elizabeth,23,127314,6580,195,286,26.09,,,,,,,,,,
Glam&Gore,22,302505,24172,358,1185,26.09,,,,,,,,,,
AnthonyPadilla,23,486489,37713,571,2393,26.09,,,,,,,,,,
Macklemore LLC,10,3309201,138848,1667,5630,26.09,,,,,,,,,,
SciShow,27,264799,7857,137,571,26.09,,,,,,,,,,
LecraeVEVO,10,155810,4530,123,578,26.09,,,,,,,,,,
DepecheModeVEVO,10,555128,20715,433,1285,26.09,,,,,,,,,,
United Nations,25,23159,229,19,11,26.09,,,,,,,,,,
Jesse,24,1041397,66735,1912,5478,26.09,,,,,,,,,,
ChrisMD,24,4347165,256178,3152,13599,26.09,,,,,,,,,,
schmoyoho,24,80700,4895,221,334,26.09,,,,,,,,,,
First We Feast,26,3931638,238487,3137,22038,26.09,,,,,,,,,,
Vox,25,506670,14809,387,1327,26.09,,,,,,,,,,
WalkTheMoonVEVO,10,267819,13097,352,1097,26.09,,,,,,,,,,
FBE,24,830974,32512,903,4628,26.09,,,,,,,,,,
KygoOfficialVEVO,10,1044056,46712,462,1337,26.09,,,,,,,,,,
grav3yardgirl,26,332765,14576,234,1060,26.09,,,,,,,,,,
SUPERFRUIT,24,284067,26164,177,2396,26.09,,,,,,,,,,
Andre Black Nerd,24,28425,2100,11,401,26.09,,,,,,,,,,
Xposure 365 TV,22,9982,7,0,2,26.09,,,,,,,,,,
JerryRigEverything,28,1597509,36958,1684,4495,26.09,,,,,,,,,,
Kurzgesagt – In a Nutshell,27,3336763,135226,6421,19350,26.09,,,,,,,,,,
Team Coco,23,738551,11304,374,728,26.09,,,,,,,,,,
nono du rire nono,22,237828,778,173,96,26.09,,,,,,,,,,
Jenny Nicholson,1,78385,3995,83,1254,26.09,,,,,,,,,,
The Late Late Show with James Corden,24,5107701,98286,2050,7572,26.09,,,,,,,,,,
Safiya Nygaard,22,3397246,192725,2641,11110,26.09,,,,,,,,,,
GwenStefaniVEVO,10,143079,4337,210,572,26.09,,,,,,,,,,
Simone Giertz,28,167891,8821,386,767,26.09,,,,,,,,,,
CBS New York,25,1241777,3383,490,1984,26.09,,,,,,,,,,
Wendy Williams,24,533127,6285,673,1972,26.09,,,,,,,,,,
MinuteEarth,28,349140,12404,340,1196,26.09,,,,,,,,,,
Vsauce3,27,1154869,63803,1201,6289,26.09,,,,,,,,,,
MaggieRogersVEVO,10,84285,3849,103,257,26.09,,,,,,,,,,
Peter Hollens,10,85403,5421,108,744,26.09,,,,,,,,,,
Life Noggin,27,843737,21152,962,5636,26.09,,,,,,,,,,
TamarbraxtonVEVO,10,180798,6726,230,869,26.09,,,,,,,,,,
America's Got Talent,24,4171468,40172,2041,3018,26.09,,,,,,,,,,
Cracked,23,207930,6213,136,519,26.09,,,,,,,,,,
CarlosVivesVEVO,10,696124,15641,553,698,26.09,,,,,,,,,,
colinfurze,2,2259938,84306,1605,4786,26.09,,,,,,,,,,
Moto Geek,28,2606,1,0,0,26.09,,,,,,,,,,
Meet Arnold,22,3655054,84048,5500,8972,26.09,,,,,,,,,,
Greg and Mitch,27,244313,9017,5729,3466,26.09,,,,,,,,,,
Adam Sifounakis,22,1341,1,0,3,26.09,,,,,,,,,,
WATSKY!,24,62862,4474,33,424,26.09,,,,,,,,,,
NiallHoranVEVO,10,4319116,421504,1557,31538,26.09,,,,,,,,,,
WatchMojo.com,24,1298848,24016,783,2209,26.09,,,,,,,,,,
TheMaineOfficialVEVO,10,49719,4229,45,684,26.09,,,,,,,,,,
Eric Blattberg,10,17978,55,1,9,26.09,,,,,,,,,,
Walmart,27,49432,66,102,0,26.09,,,,,,,,,,
Anna Akana,23,261582,19259,290,864,26.09,,,,,,,,,,
JeremyCampVEVO,10,45327,2577,15,157,26.09,,,,,,,,,,
BBC News,25,377856,2748,487,2104,26.09,,,,,,,,,,
Malhar Takle,22,20380,13,0,3,26.09,,,,,,,,,,
CollegeHumor,23,1686436,38690,8573,8554,26.09,,,,,,,,,,
How To Cake It,26,252689,11070,152,1414,26.09,,,,,,,,,,
Joshua De Laurentiis,22,463465,8281,640,739,26.09,,,,,,,,,,
Laura in the Kitchen,26,91070,3801,79,200,26.09,,,,,,,,,,
Vogue,24,312931,14065,182,1108,26.09,,,,,,,,,,
Sony Pictures Entertainment,24,387875,3697,545,521,26.09,,,,,,,,,,
Taylor Swift,10,1785675,50282,1665,2727,26.09,,,,,,,,,,
The Herd with Colin Cowherd,17,97349,727,110,328,26.09,,,,,,,,,,
The New York Times,24,10195,140,19,37,26.09,,,,,,,,,,
Half as Interesting,27,174381,8348,193,900,26.09,,,,,,,,,,
The Shadowboxers,10,3407,135,0,13,26.09,,,,,,,,,,
MyHarto,26,231084,15151,1319,2328,26.09,,,,,,,,,,
NBC Sports,17,2831,32,3,3,26.09,,,,,,,,,,
Chris Goossens,19,171837,70,19,111,26.09,,,,,,,,,,
Anwar Jibawi,23,2050368,99279,1627,5169,26.09,,,,,,,,,,
Guinness World Records,24,66627,875,28,87,26.09,,,,,,,,,,
Marques Brownlee,28,1676090,55042,1412,7414,26.09,,,,,,,,,,
Wil Dasovich,22,389895,13971,146,1847,26.09,,,,,,,,,,
dejloafVEVO,10,51653,2866,49,186,26.09,,,,,,,,,,
MasterClass,27,84257,842,1,98,26.09,,,,,,,,,,
HellthyJunkFood,24,412603,11750,236,1721,26.09,,,,,,,,,,
Guardian Wires,25,43870,101,225,472,26.09,,,,,,,,,,
Reach Records,10,117887,4344,84,570,26.09,,,,,,,,,,
NASA Langley Research Center,28,8977,119,3,18,26.09,,,,,,,,,,
Bis Kack,22,2216,2,0,0,26.09,,,,,,,,,,
The School of Life,27,160285,6417,130,439,26.09,,,,,,,,,,
Warner Bros. Pictures,24,9722207,70953,19009,19990,26.09,,,,,,,,,,
DJSnakeVEVO,10,815762,37492,893,1926,26.09,,,,,,,,,,
Hollyn,10,47453,2115,30,209,26.09,,,,,,,,,,
The Scran Line,26,33670,1891,17,88,26.09,,,,,,,,,,
Jhené Aiko,10,340063,0,0,1288,26.09,,,,,,,,,,
Kurt Hugo Schneider,24,416418,23565,187,754,26.09,,,,,,,,,,
TODAY,25,1542710,11157,1546,1319,26.09,,,,,,,,,,
Tina Yong,26,159154,10865,93,3559,26.09,,,,,,,,,,
The Gabbie Vlogs,22,320381,25780,189,1832,26.09,,,,,,,,,,
Manny Mua,26,568055,43537,762,5461,26.09,,,,,,,,,,
Mental Floss,27,63141,2000,35,304,26.09,,,,,,,,,,
NURK FPV,28,939443,10791,445,1438,26.09,,,,,,,,,,
ScreenJunkies News,24,33382,795,53,244,26.09,,,,,,,,,,
R5VEVO,10,697552,34406,514,2878,26.09,,,,,,,,,,
EverythingApplePro,24,2133021,49357,2127,7307,26.09,,,,,,,,,,
Super Deluxe,24,76233,2912,53,268,26.09,,,,,,,,,,
Christen Dominique,26,422974,24959,366,1641,26.09,,,,,,,,,,
Trailers Promos Teasers,24,17515,68,76,38,26.09,,,,,,,,,,
pixiwoo,26,196912,8690,256,744,26.09,,,,,,,,,,
The Gabbie Show,26,1304339,142777,1902,13337,26.09,,,,,,,,,,
Chris Reinacher,22,109978,8863,278,644,26.09,,,,,,,,,,
Yelle,10,55862,1702,26,147,26.09,,,,,,,,,,
The Oregonian,25,1230325,5090,2163,2158,26.09,,,,,,,,,,
Daisy Marquez,22,296680,19931,512,1737,26.09,,,,,,,,,,
PostmodernJukebox,10,240135,11589,264,399,26.09,,,,,,,,,,
Shandong Iraeta,28,88347,77,26,24,26.09,,,,,,,,,,
Amazon Studios,1,573168,220,11,21,26.09,,,,,,,,,,
FJOJR,22,217848,861,55,59,26.09,,,,,,,,,,
Stop Bad Bicyclists In Wisconsin,22,2902,2,42,17,26.09,,,,,,,,,,
IAmAnneMarie,10,173619,11896,124,698,26.09,,,,,,,,,,
Eli Lieb,10,15798,1567,10,133,26.09,,,,,,,,,,
The Verge,28,408946,6387,715,835,26.09,,,,,,,,,,
Lionsgate Movies,1,409320,3813,2220,757,26.09,,,,,,,,,,
DoctorOz,25,12678,22,14,5,26.09,,,,,,,,,,
Arden Rose,1,82935,5885,194,341,26.09,,,,,,,,,,
Niks Ļeoņenko,23,201549,1944,101,260,26.09,,,,,,,,,,
LockheedMartinVideos,28,494547,427,91,195,26.09,,,,,,,,,,
Madelaine Petsch,22,426301,33157,152,1548,26.09,,,,,,,,,,
Refinery29,26,56029,826,115,102,26.09,,,,,,,,,,
Grace Helbig,22,236898,11872,309,619,26.09,,,,,,,,,,
KungsVEVO,10,677074,11876,431,397,26.09,,,,,,,,,,
CinemaSins,1,2629650,61164,2890,9409,26.09,,,,,,,,,,
The Telegraph,25,602267,1688,165,0,26.0903jeumSTSzc,Reading More Fables (I swear I'm not a furry),TheOdd1sOut,23,fox|fable|reading|story|book|asope|goat|crab|moral|lesson|grapes|scorpion|furry|cartoon|animation|lol|theoddonesout|theoddisout|theodd1sout,1619142,128145,1332,32972,https://i.ytimg.com/vi/03jeumSTSzc/default.jpg,27.09
The Late Show with Stephen Colbert,24,1848824,38722,10645,13568,27.09,,,,,,,,,,
Dawayne Kirkland,10,750141,15176,692,938,27.09,,,,,,,,,,
Jimmy Kimmel Live,23,6781777,109235,3840,8195,27.09,,,,,,,,,,
The Voice,24,1440598,23483,659,1535,27.09,,,,,,,,,,
You Suck At Cooking,26,399139,20443,222,2200,27.09,,,,,,,,,,
WFAA,25,446418,11400,1103,1727,27.09,,,,,,,,,,
Late Night with Seth Meyers,23,1828022,31009,2608,5744,27.09,,,,,,,,,,
jacksfilms,23,844369,54293,362,6513,27.09,,,,,,,,,,
William Osman,28,315513,8229,654,1931,27.09,,,,,,,,,,
vlogbrothers,22,131025,9279,880,2090,27.09,,,,,,,,,,
Philip DeFranco,24,1340882,63521,2434,24047,27.09,,,,,,,,,,
Dude Perfect,17,8795811,341720,5904,48173,27.09,,,,,,,,,,
WWE,17,743890,14817,616,1475,27.09,,,,,,,,,,
Wendover Productions,27,410022,18580,744,4059,27.09,,,,,,,,,,
Dancing With The Stars,24,9426,413,15,81,27.09,,,,,,,,,,
Pitch Perfect,24,3233797,58918,1079,3147,27.09,,,,,,,,,,
Hannah Stocking,23,1010384,53952,1515,3404,27.09,,,,,,,,,,
Skip and Shannon: UNDISPUTED,17,644146,12462,1794,6193,27.09,,,,,,,,,,
Marques Brownlee,28,739589,26910,1003,3221,27.09,,,,,,,,,,
ProZD,1,500200,26609,482,1681,27.09,,,,,,,,,,
Clash of Clans,20,2286764,48944,1976,5468,27.09,,,,,,,,,,
Vox,25,468372,14062,899,3285,27.09,,,,,,,,,,
This Is Us,24,8741,182,2,41,27.09,,,,,,,,,,
Toyo Tire USA Corp,2,3742082,90192,1980,7126,27.09,,,,,,,,,,
LastWeekTonight,24,2781598,70486,1428,5517,27.09,,,,,,,,,,
The Tonight Show Starring Jimmy Fallon,23,1226940,90350,1721,7418,27.09,,,,,,,,,,
NFL,17,111990,421,123,261,27.09,,,,,,,,,,
LustreLux,26,205441,10680,210,1512,27.09,,,,,,,,,,
Dolan Twins,23,585394,113267,386,12331,27.09,,,,,,,,,,
BuzzFeedBlue,22,5824827,121261,7129,13591,27.09,,,,,,,,,,
Numberphile,28,194631,7555,516,1522,27.09,,,,,,,,,,
TheEllenShow,24,260716,3871,121,351,27.09,,,,,,,,,,
Studio C,23,313314,11796,557,1815,27.09,,,,,,,,,,
OlanRogers,23,118439,14956,68,1501,27.09,,,,,,,,,,
20th Century Fox,1,4589276,56789,1910,8403,27.09,,,,,,,,,,
FergieVEVO,10,249399,16073,710,1275,27.09,,,,,,,,,,
CNN,25,201420,1940,1481,2296,27.09,,,,,,,,,,
LIVEKellyandRyan,24,534470,619,1090,196,27.09,,,,,,,,,,
VELCRO® Brand,23,313926,5255,1951,1186,27.09,,,,,,,,,,
Ximo Pierto,17,192182,2379,536,1202,27.09,,,,,,,,,,
HaimVEVO,10,187600,8764,157,784,27.09,,,,,,,,,,
NikkieTutorials,26,1623151,96851,1303,6602,27.09,,,,,,,,,,
FOXSportsMidwest,17,56994,511,8,67,27.09,,,,,,,,,,
grav3yardgirl,26,393109,14009,369,2587,27.09,,,,,,,,,,
Star Trek,24,365885,3141,1749,1656,27.09,,,,,,,,,,
Tom Scott,27,523824,18863,167,1121,27.09,,,,,,,,,,
Pop Blast,10,549479,7066,279,670,27.09,,,,,,,,,,
SmarterEveryDay,28,2006473,51464,1240,1946,27.09,,,,,,,,,,
Courageous Conservatives PAC,25,316512,1224,4492,1407,27.09,,,,,,,,,,
PBS NewsHour,25,17527,81,78,0,27.09,,,,,,,,,,
Fan Dick,25,52148,273,483,317,27.09,,,,,,,,,,
NBA,1,40222,331,28,150,27.09,,,,,,,,,,
TED-Ed,27,321735,14367,322,1679,27.09,,,,,,,,,,
Simon and Martina,19,182191,9011,89,1029,27.09,,,,,,,,,,
NBA Highlights · YouTube,17,29886,327,227,518,27.09,,,,,,,,,,
"SquareTrade, Inc.",25,174577,122,69,0,27.09,,,,,,,,,,
Chris Cohoon,22,2452258,35532,2885,8812,27.09,,,,,,,,,,
Rudy Mancuso,23,3521636,209222,4864,11828,27.09,,,,,,,,,,
KygoOfficialVEVO,10,849295,59541,509,2682,27.09,,,,,,,,,,
Fox News,25,9424,211,42,461,27.09,,,,,,,,,,
Hispanglosaxon,23,94789,6763,25,694,27.09,,,,,,,,,,
First Baptist Dallas,25,11801,0,0,0,27.09,,,,,,,,,,
SoulPancake,24,11033,735,9,80,27.09,,,,,,,,,,
ABC News,25,150837,1567,2345,3559,27.09,,,,,,,,,,
georgemichaelVEVO,10,27310,1553,30,155,27.09,,,,,,,,,,
ThreadBanger,26,1596807,66618,1022,8094,27.09,,,,,,,,,,
Zoella,26,882089,63566,611,4450,27.09,,,,,,,,,,
Refinery29,26,16768,348,19,58,27.09,,,,,,,,,,
Levi's®,26,119693,469,79,93,27.09,,,,,,,,,,
MyLifeAsEva,26,576473,40480,653,11001,27.09,,,,,,,,,,
First We Feast,26,211245,6224,126,789,27.09,,,,,,,,,,
ESPN,17,181333,1683,60,682,27.09,,,,,,,,,,
JerryRigEverything,26,657703,23781,638,4056,27.09,,,,,,,,,,
The Atlantic,22,20199,335,20,97,27.09,,,,,,,,,,
AARP,29,48934,439,36,47,27.09,,,,,,,,,,
Christen Dominique,26,239742,15983,230,1701,27.09,,,,,,,,,,
Jackie Aina,26,358645,26586,255,2493,27.09,,,,,,,,,,
Storyful News,25,160859,2124,111,512,27.09,,,,,,,,,,
SciShow,27,333233,11529,141,1145,27.09,,,,,,,,,,
Jaclyn Hill,26,853961,52043,1881,8799,27.09,,,,,,,,,,
CorkGaines,22,10065,88,67,116,27.09,,,,,,,,,,
ScreenPrism,1,297196,7079,145,487,27.09,,,,,,,,,,
Matthew Roberts,25,57847,488,13,43,27.09,,,,,,,,,,
DALLMYD,17,1934009,55360,2078,4288,27.09,,,,,,,,,,
euronews (in English),25,6811,86,34,218,27.09,,,,,,,,,,
stitches,10,85184,4602,107,907,27.09,,,,,,,,,,
max berger,22,143788,1632,61,85,27.09,,,,,,,,,,
HellthyJunkFood,24,309278,8228,268,1123,27.09,,,,,,,,,,
BuzzFeedVideo,22,4786022,120752,9280,10394,27.09,,,,,,,,,,
Kirsten Dirksen,26,107910,3414,82,364,27.09,,,,,,,,,,
Steve Kovach,22,483199,2976,1588,845,27.09,,,,,,,,,,
CBS News,25,43859,260,81,764,27.09,,,,,,,,,,
Screen Junkies,1,115271,3533,430,1055,27.09,,,,,,,,,,
DNN Deplorable News Network,25,196778,8404,640,3104,27.09,,,,,,,,,,
AlishaMarie,26,1589229,82866,2732,11072,27.09,,,,,,,,,,
iskra,26,44900,2528,16,130,27.09,,,,,,,,,,
Matthias,23,1639979,33314,1907,10777,27.09,,,,,,,,,,
RealLifeLore,27,3334088,80683,4942,21288,27.09,,,,,,,,,,
Unbox Therapy,28,2831230,143281,28770,21299,27.09,,,,,,,,,,
Rob Czar,24,706042,31247,1724,3046,27.09,,,,,,,,,,
Mahshid Mazooji,22,1018864,11895,406,994,27.09,,,,,,,,,,
365DegreeHighlights,17,114350,376,14,79,27.09,,,,,,,,,,
The Infographics Show,27,366018,9308,1282,3243,27.09,,,,,,,,,,
TechRax,24,1420033,21026,4379,4259,27.09,,,,,,,,,,
Bobby Walia,22,274400,4597,207,434,27.09,,,,,,,,,,
Kitchen Nightmares,24,601839,9818,258,1466,27.09,,,,,,,,,,
Primitive Technology,22,15319889,345428,8402,36268,27.09,,,,,,,,,,
mayratouchofglam,26,81501,5741,60,726,27.09,,,,,,,,,,
melanie martinez,10,6545187,902166,11979,129768,27.09,,,,,,,,,,
The Liberty Hound,25,44865,2325,39,503,27.09,,,,,,,,,,
Roxxsaurus,26,604544,19736,466,1970,27.09,,,,,,,,,,
HBO,1,159270,1938,35,201,27.09,,,,,,,,,,
TMZ,24,2099444,11205,10996,8863,27.09,,,,,,,,,,
Nyma Tang,26,191784,10102,106,1025,27.09,,,,,,,,,,
Warr Dogz,22,14581,826,32,286,27.09,,,,,,,,,,
ExileLord,20,84622,3427,20,206,27.09,,,,,,,,,,
TheAmazingTen,22,872398,31823,364,1942,27.09,,,,,,,,,,
BransonTim83,22,66470,229,71,38,27.09,,,,,,,,,,
The Dodo,15,709460,21175,301,1422,27.09,,,,,,,,,,
BBC Three,24,366778,4837,85,729,27.09,,,,,,,,,,
Nick Ramos,17,34023,85,9,41,27.09,,,,,,,,,,
Amber Scholl,26,840946,34544,1822,3757,27.09,,,,,,,,,,
Entertainment Tonight,10,22123,267,10,136,27.09,,,,,,,,,,
Émile Paquette,22,54998,101,17,22,27.09,,,,,,,,,,
Simply Nailogical,24,1312859,87238,1124,21565,27.09,,,,,,,,,,
Ed Sheeran,10,8617304,442416,4469,18100,27.09,,,,,,,,,,
Adeel of Steel,1,698813,12807,864,1923,27.09,,,,,,,,,,
Food Wishes,26,309297,9750,290,1110,27.09,,,,,,,,,,
The Economist,1,10454,189,64,139,27.09,,,,,,,,,,
The Key of Awesome,23,139929,4867,386,557,27.09,,,,,,,,,,
BMW,2,40029,898,57,88,27.09,,,,,,,,,,
ViralHog,22,160876,203,7,43,27.09,,,,,,,,,,
CartoonHangover,1,151674,4409,160,333,27.09,,,,,,,,,,
Good Mythical MORE,23,492722,10075,449,816,27.09,,,,,,,,,,
MSNBC,25,142256,1048,1075,2136,27.09,,,,,,,,,,
FOX 11 Los Angeles,24,414574,1404,602,2449,27.09,,,,,,,,,,
Bhad Bhabie,10,10889859,356692,129008,62047,27.09,,,,,,,,,,
Bravo,24,319055,3311,253,1036,27.09,,,,,,,,,,
iJustine,22,727586,20886,1678,1885,27.09,,,,,,,,,,
Rosanna Pansino,26,503214,23296,344,4824,27.09,,,,,,,,,,
Netflix,24,1354359,14872,615,1281,27.09,,,,,,,,,,
Warner Bros. Pictures,24,1389874,27393,334,2018,27.09,,,,,,,,,,
Rclbeauty101,24,641711,25062,828,1866,27.09,,,,,,,,,,
UFC ON FOX,17,1132479,4463,181,961,27.09,,,,,,,,,,
Brave Wilderness,15,3611801,71737,1595,14898,27.09,,,,,,,,,,
jeffreestar,26,1915416,68993,4777,9122,27.09,,,,,,,,,,
2CELLOS,10,312169,19377,150,675,27.09,,,,,,,,,,
Boldly,22,1487634,42158,806,1640,27.09,,,,,,,,,,
Lele Pons,23,2712988,125450,5430,6680,27.09,,,,,,,,,,
Flossy Carter,28,126505,4675,216,1460,27.09,,,,,,,,,,
Nerdwriter1,24,783776,39935,1013,2808,27.09,,,,,,,,,,
Jason Derulo,10,1883485,57162,1425,2253,27.09,,,,,,,,,,
Xposure 365 TV,22,13245,9,0,3,27.09,,,,,,,,,,
Cody'sLab,27,159483,6416,97,1099,27.09,,,,,,,,,,
Josef Prusa,28,63970,1448,38,263,27.09,,,,,,,,,,
Chloe Morello,26,312064,16937,421,858,27.09,,,,,,,,,,
Casey Holmes,26,313093,13433,514,1472,27.09,,,,,,,,,,
Rifootball,22,2768,16,0,8,27.09,,,,,,,,,,
SumerianRecords,10,1530990,86275,2583,9328,27.09,,,,,,,,,,
GwenStefaniVEVO,10,154030,4438,223,589,27.09,,,,,,,,,,
Lauren Elizabeth,23,133419,6825,195,285,27.09,,,,,,,,,,
NoahCyrusVEVO,10,4261673,236759,8442,16872,27.09,,,,,,,,,,
FoxSearchlight,1,4828206,79750,4586,5999,27.09,,,,,,,,,,
AnthonyPadilla,23,500263,38381,591,2478,27.09,,,,,,,,,,
LecraeVEVO,10,173246,4736,129,590,27.09,,,,,,,,,,
The Film Theorists,1,1392747,56515,2405,10220,27.09,,,,,,,,,,
DepecheModeVEVO,10,605387,21737,466,1329,27.09,,,,,,,,,,
Watch What Happens Live with Andy Cohen,24,122254,356,190,170,27.09,,,,,,,,,,
IISuperwomanII,23,3877130,214976,2437,23636,27.09,,,,,,,,,,
WIRED,24,1624899,36242,757,3614,27.09,,,,,,,,,,
Macklemore LLC,10,3528210,143035,1738,5724,27.09,,,,,,,,,,
United Nations,25,23315,229,19,0,27.09,,,,,,,,,,
Glam&Gore,22,308433,24520,362,1176,27.09,,,,,,,,,,
112VEVO,10,17091,747,9,112,27.09,,,,,,,,,,
Jenny Nicholson,1,89975,4210,89,1300,27.09,,,,,,,,,,
ChrisMD,24,4536528,262151,3294,13825,27.09,,,,,,,,,,
SUPERFRUIT,24,301496,26660,182,2412,27.09,,,,,,,,,,
Jesse,24,1116302,70219,1991,5711,27.09,,,,,,,,,,
schmoyoho,24,86415,5073,231,347,27.09,,,,,,,,,,
Andre Black Nerd,24,29323,2154,11,418,27.09,,,,,,,,,,
WalkTheMoonVEVO,10,307155,14019,370,1134,27.09,,,,,,,,,,
FBE,24,857365,33178,917,4743,27.09,,,,,,,,,,
TamarbraxtonVEVO,10,208995,7442,251,926,27.09,,,,,,,,,,
cutepolish,26,94132,6538,64,313,27.09,,,,,,,,,,
MeganBatoon,24,48296,2841,27,340,27.09,,,,,,,,,,
Team Coco,23,779258,11656,387,753,27.09,,,,,,,,,,
DanielleBradberyVEVO,10,48507,2464,16,151,27.09,,,,,,,,,,
The Late Late Show with James Corden,24,5302643,101556,2123,7817,27.09,,,,,,,,,,
JeremyCampVEVO,10,52965,2776,18,165,27.09,,,,,,,,,,
CarlosVivesVEVO,10,731862,16051,572,702,27.09,,,,,,,,,,
Kurzgesagt – In a Nutshell,27,3411439,137078,6526,19642,27.09,,,,,,,,,,
Mike Boyd,24,340866,15401,121,1922,27.09,,,,,,,,,,
Motor Trend Channel,2,2112931,46057,2175,11130,27.09,,,,,,,,,,
Matthias Wandel,26,247452,7229,114,414,27.09,,,,,,,,,,
Safiya Nygaard,22,3506642,196824,2706,11296,27.09,,,,,,,,,,
Wendy Williams,24,561332,6493,691,2054,27.09,,,,,,,,,,
BBC News,25,383000,2772,493,2138,27.09,,,,,,,,,,
Simon's Cat,15,111901,5230,71,349,27.09,,,,,,,,,,
CBS New York,25,1337193,3637,511,2054,27.09,,,,,,,,,,
Paramount Pictures,1,1911216,15633,1031,2253,28.09,,,,,,,,,,
Meet Arnold,22,996102,52340,1224,7068,28.09,,,,,,,,,,
Vogue,24,1641123,73294,1137,6205,28.09,,,,,,,,,,
CBS North Carolina,25,359958,1582,675,3331,28.09,,,,,,,,,,
CBS This Morning,25,200416,959,912,1320,28.09,,,,,,,,,,
Brave Wilderness,15,1986506,45108,760,6556,28.09,,,,,,,,,,
TheOdd1sOut,23,2785323,175398,2646,44226,28.09,,,,,,,,,,
Good Mythical Morning,23,1060501,32419,480,4309,28.09,,,,,,,,,,
Vanity Fair,24,95813,1984,95,146,28.09,,,,,,,,,,
The Late Show with Stephen Colbert,24,659821,7171,524,1076,28.09,,,,,,,,,,
The Tonight Show Starring Jimmy Fallon,23,57504,3299,101,388,28.09,,,,,,,,,,
Good Morning Britain,24,374832,2028,3505,0,28.09,,,,,,,,,,
Streamy Awards,24,1031584,54842,993,3076,28.09,,,,,,,,,,
DKIRK,10,1100010,23076,1414,1744,28.09,,,,,,,,,,
Carli Bybel,26,399055,20540,429,3907,28.09,,,,,,,,,,
BBC Earth,15,303171,12745,85,1177,28.09,,,,,,,,,,
Late Night with Seth Meyers,23,401505,6211,484,999,28.09,,,,,,,,,,
U2VEVO,10,252938,11349,314,1040,28.09,,,,,,,,,,
Team Coco,23,34032,1599,47,170,28.09,,,,,,,,,,
Jimmy Kimmel Live,23,11379614,174613,6176,12533,28.09,,,,,,,,,,
영국남자 Korean Englishman,23,1081925,41469,253,6538,28.09,,,,,,,,,,
Wendy Williams,24,115808,2818,70,893,28.09,,,,,,,,,,
Lionsgate Movies,1,328630,2343,239,802,28.09,,,,,,,,,,
Screen Junkies,1,1547293,42960,1075,7498,28.09,,,,,,,,,,
The Voice,24,2078152,30762,884,1968,28.09,,,,,,,,,,
WFAA,25,641018,16737,1839,2865,28.09,,,,,,,,,,
Dancing With The Stars,24,80984,1516,16,145,28.09,,,,,,,,,,
The Late Late Show with James Corden,24,28320,2796,37,172,28.09,,,,,,,,,,
SORTEDfood,26,67134,2666,25,206,28.09,,,,,,,,,,
You Suck At Cooking,26,549497,23973,315,2475,28.09,,,,,,,,,,
jacksfilms,23,1169720,67327,634,7666,28.09,,,,,,,,,,
MinuteEarth,28,206604,9796,486,1115,28.09,,,,,,,,,,
vlogbrothers,22,262424,14521,2046,3210,28.09,,,,,,,,,,
